datetime,symbol,action,price,sentiment
2025-04-14 15:00:00,OMUSDT,CLOSE-LONG,0.54,0.0181
2025-04-14 16:00:00,OMUSDT,CLOSE-LONG,0.51,0.0181
2025-04-14 17:00:00,OMUSDT,CLOSE-LONG,0.51,0.0181
2025-04-14 18:00:00,OMUSDT,CLOSE-LONG,0.53,0.0181
2025-04-14 19:00:00,OMUSDT,CLOSE-LONG,0.54,0.0181
2025-04-14 20:00:00,OMUSDT,CLOSE-LONG,0.6,0.0181
2025-04-14 21:00:00,OMUSDT,CLOSE-LONG,0.59,0.0181
2025-04-14 22:00:00,OMUSDT,CLOSE-LONG,0.6,0.0181
2025-04-14 23:00:00,OMUSDT,CLOSE-LONG,0.6,0.0181
2025-04-15 00:00:00,OMUSDT,CLOSE-LONG,0.61,0.0181
2025-04-15 01:00:00,OMUSDT,CLOSE-LONG,0.61,0.0181
2025-04-15 02:00:00,OMUSDT,CLOSE-LONG,0.61,0.0181
2025-04-15 03:00:00,OMUSDT,CLOSE-LONG,0.62,0.0181
2025-04-15 04:00:00,OMUSDT,CLOSE-LONG,0.61,0.0181
2025-04-15 05:00:00,OMUSDT,CLOSE-LONG,0.6,0.0181
2025-04-15 06:00:00,OMUSDT,CLOSE-LONG,0.62,0.0181
2025-04-15 07:00:00,OMUSDT,CLOSE-LONG,0.62,0.0181
2025-04-15 08:00:00,OMUSDT,CLOSE-LONG,0.61,0.0181
2025-04-15 09:00:00,OMUSDT,CLOSE-LONG,0.59,0.0181
2025-04-15 10:00:00,OMUSDT,CLOSE-LONG,0.63,0.0181
2025-04-15 11:00:00,OMUSDT,CLOSE-LONG,0.67,0.0181
2025-04-15 12:00:00,OMUSDT,CLOSE-LONG,0.86,0.0181
2025-04-15 13:00:00,OMUSDT,CLOSE-LONG,0.83,0.0181
2025-04-15 14:00:00,OMUSDT,CLOSE-LONG,0.78,0.0181
2025-04-15 15:00:00,OMUSDT,CLOSE-LONG,0.83,0.0181
2025-04-15 16:00:00,OMUSDT,CLOSE-LONG,0.82,0.0181
2025-04-15 17:00:00,OMUSDT,CLOSE-LONG,0.8,0.0181
2025-04-15 18:00:00,OMUSDT,CLOSE-LONG,0.79,0.0181
2025-04-15 19:00:00,OMUSDT,CLOSE-LONG,0.81,0.0181
2025-04-15 20:00:00,OMUSDT,CLOSE-LONG,0.84,0.0181
2025-04-15 21:00:00,OMUSDT,CLOSE-LONG,0.84,0.0181
2025-04-15 22:00:00,OMUSDT,CLOSE-LONG,0.8,0.0181
2025-04-15 23:00:00,OMUSDT,CLOSE-LONG,0.8,0.0181
2025-04-16 00:00:00,OMUSDT,CLOSE-LONG,0.77,0.0181
2025-04-16 01:00:00,OMUSDT,CLOSE-LONG,0.77,0.0181
2025-04-16 02:00:00,OMUSDT,CLOSE-LONG,0.75,0.0181
2025-04-16 03:00:00,OMUSDT,CLOSE-LONG,0.76,0.0181
2025-04-16 04:00:00,OMUSDT,CLOSE-LONG,0.77,0.0181
2025-04-16 05:00:00,OMUSDT,CLOSE-LONG,0.78,0.0181
2025-04-16 06:00:00,OMUSDT,CLOSE-LONG,0.78,0.0181
2025-04-16 07:00:00,OMUSDT,CLOSE-LONG,0.77,0.0181
2025-04-16 08:00:00,OMUSDT,CLOSE-LONG,0.78,0.0181
2025-04-16 09:00:00,OMUSDT,CLOSE-LONG,0.78,0.0181
